13.0992195117,12
13.0981463891,12
13.1031453549,12
13.101979653,12
13.1040073253,12
13.1047773322,12
13.0988732188,12
13.1012124935,12
13.1038641053,12
13.100328257,12
13.0998424319,12
13.0976263115,12
13.0903791145,12
13.0966438686,12
13.0990361494,12
13.1022058747,12
13.096596035,12
13.0963088502,12
13.0943401563,12
13.1001885262,12
13.0996964605,12
13.0950235688,12
13.0915033858,12
13.0945395928,12
13.1009263014,12
13.0954598415,12
13.0949893887,12
13.097839034,12
13.0914076583,12
13.0924020446,12
13.0940729384,12
13.0863907144,12
13.1110348383,12
13.1172585741,12
13.1134516868,12
13.1215941826,12
13.1085094868,12
13.1015130895,12
13.0966523103,12
13.1033641909,12
13.1006488618,12
13.0904467282,12
13.0940391095,12
13.0988952177,12
13.0984398164,12
13.095355981,12
13.0949736606,12
13.1016623816,12
13.0941247298,12
13.0951929169,12
13.0949829282,12
13.0925107269,12
13.0938356335,12
13.0979437556,12
13.1065382108,12
13.0943348898,12
13.0995493087,12
13.0938862835,12
13.0962462411,12
13.0991870122,12
13.0971149373,12
13.0974197529,12
13.0938227352,12
13.1036130832,12
13.0990884194,12
13.0924818853,12
13.102476094,12
13.0957197679,12
13.0944750277,12
13.097714377,12
13.0941893645,12
13.0966421081,12
13.0962180308,12
13.0957073225,12
13.0952803915,12
13.097007699,12
13.0943320709,12
13.0983616122,12
13.0950448088,12
13.098085005,12
13.095615082,12
13.1003631841,12
13.0910952903,12
13.0959478687,12
13.0924336812,12
13.0974894446,12
13.0955300644,12
13.0915582839,12
13.0985865462,12
13.099081411,12
13.094630195,12
13.0963161774,12
13.0942067905,12
13.0933530915,12
13.0937957217,12
13.0973968114,12
13.089549955,12
13.0962443875,12
13.0992805537,12
13.0928926395,12
13.1007100548,12
13.1029259419,12
13.093467815,12
13.0939711889,12
13.0892484844,12
13.0958299528,12
13.0916583855,12
13.1028697263,12
13.095117233,12
13.0960927079,12
13.0949803941,12
13.0938934085,12
13.1009926816,12
13.1013772757,12
13.0937659922,12
13.0961330426,12
13.0932039914,12
13.0929675136,12
13.1061585527,12
13.0874676964,12
13.0973993117,12
13.1029079103,12
13.1038429291,12
13.0914774694,12
13.1042920306,12
13.0973010784,12
13.0929251583,12
13.1015360801,12
13.0959654563,12
13.0908842085,12
13.091696737,12
13.0975919189,12
13.0955445706,12
13.0953165266,12
13.0963878451,12
13.0954155813,12
13.0971364323,12
13.096974249,12
13.0945886255,12
13.0989703402,12
13.0974176082,12
13.0968013883,12
13.0944655342,12
13.0914296476,12
13.1027043526,12
13.0974039767,12
13.1049116866,12
13.101144672,12
13.0972150007,12
13.1026062196,12
13.0961479625,12
13.0941818014,12
13.0922021424,12
13.0935844772,12
13.0973493844,12
13.1026905663,12
13.1014371865,12
13.0935985744,12
13.0919622192,12
13.0945915404,12
13.0940602458,12
13.1048880185,12
13.0986848298,12
13.1017365375,12
13.0978434251,12
13.0906384052,12
13.0955848512,12
13.099698216,12
13.0902455651,12
